Title*,url,Supplier,Category,Measurement Unit 1 Code,Measurement Unit 2 Code,Internal Notes, Cost Formula ,Description,[C1],[C2],Size 1 Label,Size 2 Label,Common Names
Fitting/L.P./Elbow/60 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=77a25b06-0842-4a16-acfa-c6ca9eff6ee4&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.1,4.59,Hose Size,,
Fitting/L.P./Elbow/60 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3db5ea2e-1be8-4351-923e-2bbf64a4e364&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.06,29.53,Hose Size,,
Fitting/L.P./Elbow/90 deg./Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1e12830a-5b63-48ef-aeac-e3ed9a4b2d4c&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.46,5.85,Hose Size,,
Fitting/L.P./Elbow/90 deg./Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c8de614e-80ae-49cb-b0fc-9de9df077ec8&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.37,1.22,Hose Size,,
Fitting/L.P./Elbow/90 deg./Aluminum/Nickel-Plated,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fab2faba-bf28-49ce-a7ac-4ae17ddd1fd8&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.6,13.6,Hose Size,,
Fitting/L.P./Elbow/90 deg./Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=60836202-02a8-4014-a0dd-b7d10cdbfc89&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,4.78,-12.53,Hose Size,,
Fitting/L.P./Male Flare to Pipe//Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=955d5c3e-2b2d-44c6-b9b5-cc503eb902e0&Action=View,,Plumbing,mm,mm,,[C1]*[Size1]*[Size2]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.032,1.33,Inlet Hose Size,Outlet Hose Size,
Fitting/L.P./Male Pipe//Aluminum/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fbfb9dfe-2927-4f00-bbc1-a26f9982b93c&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.73,6.7,Hose Size,,
Fitting/L.P./Orb/45 deg./Aluminum/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4bea47e4-e102-49ea-ad21-79519eaebe2a&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,2.2,24.0,Hose Size,,
Fitting/L.P./Orb/90 deg./Aluminum/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c0f470c5-b10a-4e51-a0b3-38ba958ce125&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.0,65.0,Hose Size,,
Fitting/L.P./Straight/Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5b1a83ee-6c43-49b1-a8f3-571deba31868&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.32,-6.08,Hose Size,,
Fitting/L.P./Straight/Aluminum/Crimp,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=155db53f-3dba-46fd-9666-de3ddce3562d&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.64,-3.15,Hose Size,,
Fitting/L.P./Straight/Aluminum/Nickel-Plated,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e3ffd773-cc98-44f6-aa4f-f502b4bf6cf8&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,1.8,-6.45,Hose Size,,
Fitting/L.P./Straight/Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6ea33686-bbdf-49cc-91a0-d30bec216d41&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,6.52,-27.18,Hose Size,,
Fitting/L.P./Tee/Flare-Flare-Pipe/Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=62087c1b-8500-455d-a439-588020bf61ee&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.2,8.9,Hose Size,,
Fitting/L.P./Tube Nut//Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c019707f-6d28-4f20-8800-2c0e16c96c6c&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.368,-1.34,Hose Size,,
Fitting/L.P./Tube Nut//Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=047f4e0e-ae84-41b0-ada4-8ed9f4b0bae7&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.11,1.71,Hose Size,,
Fitting/L.P./Tube Sleeve//Aluminum/Anodized,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3290dee5-6b92-4a1f-8964-0d666bb15da1&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.18,0.0,Hose Size,,
Fitting/L.P./Tube Sleeve/Brass,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c5e1f2c3-e81d-407d-bc92-a42e2ae93cce&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.07,0.0,Hose Size,,
Fitting/L.P./Tube Sleeve/Steel/,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3b7fbbb7-622d-4c72-b679-8cd758114d46&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], e.g. AN4 = 4/16 inch = 6.35mm. Low Pressure.,0.23,0.0,Hose Size,,
"Flax Fiber, 1 Ply",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=184df152-db84-4fce-be43-db7045bdae63&Action=View,Any,Composite,kg,[Not Used],,110*[Size1], Density=1400kg/m^3. Dry or Pre-Preg. Both include resin. Hand trimming allowed.,,,,,
"Fluid, Coolant",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b7aa6958-bd83-4d46-a775-fc4720094d28&Action=View,Any,Fluid,L,[Not Used],,0.0001*[Size1], Water or water wetter mixture. Free.,,,,,
"Fluid, Oil",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=57107768-9bd0-4e56-98d1-667cda33a15b&Action=View,Any,Fluid,L,[Not Used],,0.75*[Size1]," Engine oil, differential, hydraulic (brake/clutch), etc.",,,,,
"Foam, Expanding, Non-Structural (by Dimensions)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e724e623-c741-4eaa-8048-e1b13883a8bb&Action=View,Any,Raw Material,kg,[Not Used],,15*[Area]*[Length]*[Density], Density=25kg/m^3 Expanding foam such as is used for seats. Not to be used as core in a composite sandwhich panel.,,,,,
"Foam, Expanding, Non-Structural (per kg)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=823dc49f-a4fd-431f-85e0-fd38992bd5f2&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*15, Expanding foam such as is used for seats. Not to be used as core in a composite sandwhich panel.,,,,,
"Foam, Fuel Anti-Surge",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5b5c3065-da1e-433b-919e-ce1f120c1b38&Action=View,Any,Fuel System,L,[Not Used],,1*[Size1],,,,,,
Fuel Check Valve,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=75b7a9e0-03d0-4b46-81e8-cfd5bc343193&Action=View,Any,Engine,[Not Used],[Not Used],,8,,,,,,
"Fuel Check Valve, In-line, Aluminum Rollover",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6d0d7a23-5fef-45fb-bdc6-5f7865d5c6b1&Action=View,Any,Fuel System,[Not Used],[Not Used],,15,,,,,,
"Fuel Check Valve, In-line, Plastic Rollover",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c8b941be-78fb-41ae-9e8b-864914cd092c&Action=View,Any,Fuel System,[Not Used],[Not Used],,7,,,,,,
Fuel Filter,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=32581f3c-6653-42b9-9b03-14a1b2cd4af0&Action=View,Any,Engine,[Not Used],[Not Used],,8,,,,,,
"Fuel Injector, Direct Injection",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c718fddb-56ff-4796-ba63-a27d513a545d&Action=View,Any,Engine,[Not Used],[Not Used],,30," Either fuel, gasoline or E85",,,,,
"Fuel Injector, E85",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9e5d15ea-9703-4285-ad46-ccfc927f8113&Action=View,Any,Engine,[Not Used],[Not Used],,13,,,,,,
"Fuel Injector, Gasoline",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=97a77175-efd4-485f-84dd-a0ca581ae4be&Action=View,Any,Engine,[Not Used],[Not Used],,10,,,,,,
"Fuel Pressure Regulator, E85",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=28854502-6004-4c61-b1e9-c90ee1a6c873&Action=View,Any,Engine,[Not Used],[Not Used],,19.5,,,355.0,,,
"Fuel Pressure Regulator, Gasoline",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1693c58b-b5f6-433a-bc3e-eec9b9bb5131&Action=View,Any,Engine,[Not Used],[Not Used],,15,,,470.0,,,
"Fuel Pump, Carburetor, Gasoline or E85",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e4313d5e-d08f-48bf-8b42-de8c27a6760d&Action=View,Any,Engine,[Not Used],[Not Used],,20,,,,,,
"Fuel Pump, Direct Injection",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5e20054b-09a3-49e1-966b-71b7a3cc0378&Action=View,Any,Engine,[Not Used],[Not Used],,120," Either fuel, gasoline or E85",,,,,
"Fuel Pump, Fuel Injected, E85",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fad2e17a-c2fc-49cb-a84e-77ce91d2cae5&Action=View,Any,Engine,[Not Used],[Not Used],,45.5," Port fuel injection, not for direct injection use",,,,,
"Fuel Pump, Fuel Injected, Gasoline",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ed0e03ce-4489-499a-97b1-851525acf6dd&Action=View,Any,Engine,[Not Used],[Not Used],,35," Port fuel injection, not for direct injection use",,,,,
Fuel Rail (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8fce977a-1044-422a-af82-f28bd30e30d3&Action=View,Cost as made,Engine,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Fuel Tank (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=42870448-b076-4296-9ca7-dc6cd16b0c7e&Action=View,Cost as made,Engine,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Fuse Box,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=abff9643-0ce6-40a3-aeeb-142f0cbd5c5a&Action=View,Any,Electronics,pin,[Not Used],,0.25*[Size1], Use 2 x Number of Fuses and relays to calculate number of pins,,,,,
"Fuse, Control",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=437b90c7-9e57-4ba2-b35c-063fea765452&Action=View,Any,Electronics,[Not Used],[Not Used],,0.5,,,,,,
"Fuse, Power",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fbd0221f-68ee-4490-a76f-4ff15fe4d892&Action=View,Any,Electronics,[Not Used],[Not Used],,1,,,,,,
"Fuse, Signal",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ee6f259c-5d26-409a-9e0c-23e4b5c22a02&Action=View,Any,Electronics,[Not Used],[Not Used],,0.5,,,,,,
"Gauge, Analog",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c09a6244-7982-45c6-8c61-dbed0880e302&Action=View,Any,Electronics,[Not Used],[Not Used],,5," Any use such as RPM, pressure, temperature, etc. Includes driver (motor, etc) and needle.",,,,,
"Gauge, Analog Housing",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bba85c6c-80ed-47ea-bb6c-cd898946b622&Action=View,Any,Electronics,[Not Used],[Not Used],,8," Used with Gauge, Analog when mounted not integrated into the instrument panel.",,,,,
"Gauge, Digital Pro Shifter System, 6187",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=aae3c801-11e9-48a3-9395-dca02ea1419a&Action=View,Autometer,Electronics,[Not Used],[Not Used],,85,,,,,,
"Gauge, Ecliptech, Shift-I shift light, SI-SGAR",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=93452c1c-3e3a-4423-a370-56b70939c4b5&Action=View,Ecliptech,Electronics,[Not Used],[Not Used], AIR from ST,80, multiple light shift light,,,,,
"Gauge, FuelTech, WB-O2 Meter Nano",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2a7c175f-81ae-47f1-8377-b9bb8c9fb6a8&Action=View,FuelTech,Electronics,[Not Used],[Not Used], http://www.fueltech.net/wb-o2-meter-nano-prod-240.html 29nov2017,94.5, Wide Band Air Fuel ratio meter and display,,,,,
"Gearbox Oil Temp. Control Valve, GearZmo",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b9a146d0-b6aa-47d9-8c3f-2e80e63e2c22&Action=View,GearZmo,Misc.,[Not Used],[Not Used],,232,,,,,,
Glass,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=905f9bde-d76d-427b-b619-545106113fcb&Action=View,Any,Sheet Material,m^2,[Not Used],,10*[Size1],,,,,,
"Glass Fiber, 1 Ply",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8cd88af1-8fd6-4dd7-848d-f32879e4da86&Action=View,Any,Composite,kg,[Not Used],,100*[Size1], Density=2200kg/m^3. e.g. S-Glass. Dry or Pre-preg. Both include resin. Hand trimming allowed.,,,,,
"Grease Nipple, 45 Deg.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=99d3051f-482f-40bb-90f2-f11c34b96d29&Action=View,,Plumbing,[Not Used],[Not Used],,0.5, Any size up to 6.35mm,,,,,
"Grease Nipple, 90 Deg.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5c7d9b8b-46b1-4b4e-9460-2ab0c903701c&Action=View,,Plumbing,[Not Used],[Not Used],,0.5, Any size up to 6.35mm,,,,,
"Grease Nipple, Straight",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=265223e0-2c0e-451d-85b4-ff779524e1a6&Action=View,,Plumbing,[Not Used],[Not Used],,0.5, Any size up to 6.35mm,,,,,
"Grommet, Elastomer",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=34172e01-9d27-4970-a5e6-fc99d1e91ea1&Action=View,Any,Hardware,[Not Used],[Not Used],,0.05," Any size, any material",,,,,
"Harness, Driver",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d5185dbe-f04a-4bad-9360-fc8eaf38e020&Action=View,Any,Safety,[Not Used],[Not Used],,45," Any harness, any latch style, any number of belts. Includes harness with built in attachment points but no hardware.",,,,,
Head Rest Padding,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4bc4b29a-d03d-4a0f-87df-8a57cb4040df&Action=View,Any,Misc.,cm^3,[Not Used],,0.005*[Size1],,,,,,
Heat Barrier,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=84510abe-470c-48f5-be4e-b48155c80231&Action=View,Any,Misc.,m^2,[Not Used],,50*[Size1], Adhesive film (foil) or matting for reflecting heat.,,,,,
Heat Exchanger Fan,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=35005740-97fc-4c09-abe8-d86f73e295b0&Action=View,Any,Engine,[Not Used],[Not Used],,30, Includes motor and blades,,,,,
Heat Exchanger Fan Shroud (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b2a00dfc-e7a4-4993-9bf3-def45c638236&Action=View,Cost as made,Engine,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Heat Exchanger Fan, small <120mm diameter",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f36200d3-4d0d-4fb1-818b-c0070ef3d5ce&Action=View,Any,Engine,[Not Used],[Not Used],,10, Includes motor and blades,,,,,
"Heat Exchanger, Air-to-Air",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1ee1d7c6-c290-4737-b0c6-0c4f2265ceef&Action=View,Any,Engine,cm^3,[Not Used],,0.0035*[Size1]," Includes radiator, oil cooler and others. Volume based on length * width * height of core. Cost as made the end caps, filler knecks, etc.",,,,,
"Heat Exchanger, Air-to-Liquid",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=62e009e6-eff6-4714-b3ad-5f39bb05d269&Action=View,Any,Engine,cm^3,[Not Used],,0.0035*[Size1]," Includes radiator, oil cooler and others. Volume based on length * width * height of core. Cost as made the end caps, filler knecks, etc.",,,,,
"Heat Exchanger, Liquid-to-Liquid",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=177c0faa-70ef-4bb0-99b3-18aa32b623b0&Action=View,Any,Engine,cm^3,[Not Used],,0.0035*[Size1]," Includes radiator, oil cooler and others. Volume based on length * width * height of core. Cost as made the end caps, filler knecks, etc.",,,,,
Heat Shrink Tubing,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6a41115c-0a56-40b3-a12f-963c42db781d&Action=View,Any,Electronics,m,[Not Used],,0.5*[Size1],,,,,,
"Honeycomb, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b496c72f-ca74-41ce-a919-f3a0dfd10a28&Action=View,Any,Composite,kg,[Not Used],,50*[Size1], No official density due to density variability. Any cell size and density. Hand trimming allowed.,,,,,
"Honeycomb, Cardboard",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=72326cd1-3bde-4d53-88f9-a3a21a039184&Action=View,Any,Composite,kg,[Not Used],,10*[Size1], No official density due to density variability. Any cell size and density. Hand trimming allowed.,,,,,
"Honeycomb, Nomex",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6676e7da-2ecf-46e2-9bd4-1d39276c4ff6&Action=View,Any,Composite,kg,[Not Used],,125*[Size1], No official density due to density variability. Any cell size and density. Hand trimming allowed.,,,,,
"Honeycomb, Plastic",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cf11c1f6-a8b8-4e15-9252-024fce4850a4&Action=View,Any,Composite,kg,[Not Used],,20*[Size1]," No official density due to density variability, Any cell size and density. Hand trimming allowed.",,,,,
"Hose, High Pressure, Stainless Steel Braided Outer (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=70788492-84f0-46e7-985b-7d528e0dd239&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2]," Cost is per meter of hose. Hydraulic, CO2, etc. up to 20.7 Mpa.",2.47,-2.71,Outer Diameter,,
"Hose, Low Pressure, Fabric Outer (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ef4ff0dd-5aee-4a60-aa4a-ccecccff8033&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2]," Cost is per meter of hose. Fuel, oil, coolant, air, etc. up to 7 Mpa.",3.24,9.72,Outer Diameter,,
"Hose, Low Pressure, Stainless Steel Braided Outer (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=788c2296-131a-4c37-8180-7773f8ac6093&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2]," Cost is per meter of hose. Fuel, oil, coolant, air, etc. up to 7 Mpa.",2.23,3.52,Outer Diameter,,
"Hose, Low Presure, Fabric Outer, Socketless (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=614ab9c0-572b-42d3-a23a-afb7e1ebad0a&Action=View,,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2]," Cost is per meter of hose. Fuel, oil, coolant, air, etc. up to 1.7 Mpa.",0.99,4.5,Outer Diameter,,
"Hose, Polyurethane (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7bc85066-4a90-41b8-8e87-d26896a8be1d&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2], Price per meter of hose (m). Same cost with and without fiber reinforcement. For very low pressure applications such as pneumatic shfiters after regulator.,0.07,0.0,Outer Diameter,,
"Hose, Rubber (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9f791a56-ec5c-412c-8028-12cd23ade854&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2]," Price per meter of hose (m). Same cost with and without fiber reinforcement. For very low pressure applications (cooling system, vacuum, carbereutered fuel systems, etc.)",0.18,0.0,Outer Diameter,,
"Hose, Silicone (per m)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d0f239ab-63ce-4237-92f9-df6ad1f41081&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2]," Price per meter of hose (m). Same cost with and without fiber reinforcement. For very low pressure applications (cooling system, vacuum, carbereutered fuel systems, etc.)",0.47,0.0,Outer Diameter,,
Hubs (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2cd9a989-87df-4e0f-a5a8-0ab807d41874&Action=View,Cost as made,Chassis,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
